Airframe Inspection,ACM-174-002,M T W TH F,2023 Fall 1,9/30/2023 - 10/7/2023,04:00 PM - 06:25 PM,Thornley,1000,140,LEC,14,13
Airframe Inspection,ACM-174-002,M T W TH F,2023 Fall 1,9/30/2023 - 10/7/2023,06:30 PM - 09:30 PM,Thornley,1000,142A,LAB,14,13
Lubricating Systems,ACM-201-002,M T W TH F,2023 Fall 1,10/10/2023 - 10/21/2023,04:00 PM - 09:30 PM,Thornley,1000,140,LEC,14,12
Ignition & Starting Systems,ACM-205-001,M T W TH F,2023 Fall 1,10/10/2023 - 11/2/2023,08:00 AM - 10:25 AM,Thornley,1000,140,LEC,14,12
Ignition & Starting Systems,ACM-205-001,M T W TH F,2023 Fall 1,10/10/2023 - 11/2/2023,10:30 AM - 01:30 PM,Thornley,1000,142A,LAB,14,12
Refrigeration Fundamentals,ACR-108-001,M W,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 08:30 PM,Thornley,940,215B,HYB,20,18
Refrigeration Fundamentals,ACR-108-001,M T W TH F,2023 Fall 1,8/22/2023 - 10/11/2023,,Thornley,940,215B,OL,20,18
Refrigeration Fundamentals,ACR-108-D01,M W,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 11:30 AM,Dorchester,5100,127,HYB,20,17
Refrigeration Fundamentals,ACR-108-D01,M T W TH F,2023 Fall 1,8/22/2023 - 10/11/2023,,Dorchester,5100,120,OL,20,17
Tools & Service Techniques II,ACR-109-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 07:30 PM,Thornley,940,215B,HYB,20,15
Tools & Service Techniques II,ACR-109-001,M T W TH F,2023 Fall 1,8/22/2023 - 10/11/2023,,Thornley,940,215B,OL,20,15
Tools & Service Techniques II,ACR-109-D01,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 10:30 AM,Dorchester,5100,127,HYB,20,15
Tools & Service Techniques II,ACR-109-D01,M T W TH F,2023 Fall 1,8/22/2023 - 10/11/2023,,Dorchester,5100,120,OL,20,15
Heat Pumps,ACR-210-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 09:00 PM,Thornley,940,215A,HYB,20,21
Heat Pumps,ACR-210-001,M T W TH F,2023 Fall 1,8/22/2023 - 10/11/2023,,Thornley,940,215A,OL,20,21
Medical Vocabulary/Anatomy,AHS-104-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,30,27
Medical Vocabulary/Anatomy,AHS-104-W02,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,30,29
Basic Pharmacology,AHS-121-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,29,14
Health Calculations,AHS-126-002,M,2023 Fall 1,8/22/2023 - 10/11/2023,10:45 AM - 11:45 AM,Thornley,970,336,HYB,0,8
Health Calculations,AHS-126-003,T,2023 Fall 1,8/22/2023 - 10/11/2023,09:30 AM - 10:30 AM,Thornley,970,336,HYB,0,9
Health Calculations,AHS-126-004,T,2023 Fall 1,8/22/2023 - 10/11/2023,10:45 AM - 11:45 AM,Thornley,970,336,HYB,0,4
Health Calculations,AHS-126-005,TH,2023 Fall 1,8/22/2023 - 10/11/2023,09:30 AM - 10:30 AM,Thornley,970,336,HYB,0,9
Health Calculations,AHS-126-006,W,2023 Fall 1,8/22/2023 - 10/11/2023,01:30 PM - 02:30 PM,Thornley,970,336,HYB,0,9
Health Calculations II,AHS-129-001,M,2023 Fall 1,8/22/2023 - 10/11/2023,01:00 PM - 02:00 PM,Thornley,970,336,HYB,20,17
Health Calculations II,AHS-129-002,W,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 12:30 PM,Thornley,970,336,HYB,20,10
Phlebotomy,AHS-142-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 07:25 PM,Thornley,920,802,LEC,8,8
Phlebotomy-Lab,AHS-142L-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,07:35 PM - 09:00 PM,Thornley,920,802,LAB,8,8
Introduction to Aviation,AMF-103-001,M T W TH F,2023 Fall 1,8/22/2023 - 9/9/2023,08:00 AM - 12:00 PM,Thornley,1000,132,LEC,14,11
Basic Aviation Sciences,AMF-104-001,M T W TH F,2023 Fall 1,9/12/2023 - 9/28/2023,08:00 AM - 12:00 PM,Thornley,1000,132,LEC,14,12
Aircraft Mat & Hand Tools,AMF-109-001,M T W TH F,2023 Fall 1,9/29/2023 - 10/25/2023,08:00 AM - 09:45 AM,Thornley,1000,132,LEC,14,12
Aircraft Mat & Hand Tools,AMF-109-001,M T W TH F,2023 Fall 1,9/29/2023 - 10/25/2023,09:50 AM - 12:00 PM,Thornley,1000,161,LAB,14,12
General Anthropology,ANT-101-D01,M W,2023 Fall 1,8/22/2023 - 10/11/2023,01:00 PM - 02:45 PM,Dorchester,5100,127,LEC,25,24
General Anthropology,ANT-101-P01,M W,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Palmer,8100,135,LEC,30,15
General Anthropology,ANT-101-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,30,25
General Anthropology,ANT-101-W02,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,30,26
Keyboarding,AOT-105-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,22
Office Management Skills,AOT-256-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,36
Art History and Appreciation,ART-101-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 10:45 AM,Thornley,500,203,HYB,30,29
Art History and Appreciation,ART-101-MP1,M W,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 10:45 AM,Mt. Pleasant,9100,146,HYB,26,25
Art History and Appreciation,ART-101-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,30,31
Art History and Appreciation,ART-101-W02,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,30,29
Art History and Appreciation,ART-101-W04,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,30,31
Film As Art,ART-105-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,24,22
History of Early Western Art,ART-107-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,30,26
Basic Drawing I,ART-111-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:45 AM - 02:40 PM,Thornley,950,219,HYB,20,16
Basic Drawing I,ART-111-003,M W,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 11:55 AM,Thornley,950,219,HYB,20,19
Basic Drawing I,ART-111-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,19
History of Graphic Design,ART-210-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,23
Computer Graphics I,ARV-110-002,M W,2023 Fall 1,8/22/2023 - 10/11/2023,12:15 PM - 03:10 PM,Thornley,920,740A,HYB,20,18
Computer Graphics I,ARV-110-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,15
Computer Graphics I,ARV-110-W03,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,13
Design,ARV-121-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:30 AM - 11:25 AM,Thornley,950,225,HYB,20,17
Design,ARV-121-004,M W,2023 Fall 1,8/22/2023 - 10/11/2023,12:15 PM - 03:10 PM,Thornley,950,225,HYB,20,15
Design,ARV-121-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,18
Design,ARV-121-W03,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,17
Digital Photography,ARV-212-001,M W,2023 Fall 1,8/22/2023 - 10/11/2023,12:15 PM - 03:10 PM,Thornley,920,406,HYB,20,20
Digital Photography,ARV-212-002,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:45 AM - 02:40 PM,Thornley,920,406,HYB,20,16
Digital Photography,ARV-212-004,M W,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 08:25 PM,Thornley,920,406,HYB,20,12
Computer Imagery,ARV-217-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:30 AM - 11:25 AM,Thornley,920,406,HYB,20,15
Computer Imagery,ARV-217-003,M W,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 11:55 AM,Thornley,920,406,HYB,20,19
Computer Imagery,ARV-217-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,20
Multimedia Techniques,ARV-219-001,M W,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 11:55 AM,Thornley,920,740A,HYB,20,7
Multimedia Techniques,ARV-219-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,19
Web Site Design I,ARV-227-W01,W,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 08:25 PM,Off Site,,,SOM,20,13
Visual Arts Business Proced,ARV-230-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,20,17
Digital Photography II,ARV-232-002,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:30 AM - 11:25 AM,Thornley,950,256,HYB,18,6
Advertising Design I,ARV-261-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:30 AM - 11:25 AM,Thornley,950,226,HYB,20,13
Solar System Astronomy,AST-101-001,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,16,13
Solar Astronomy-Lab,AST-101L-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Thornley,700,302,LAB,16,13
Solar System Astronomy,AST-101-B02,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Berkeley,6100,183,LEC,16,14
Solar Astronomy-Lab,AST-101L-B02,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Berkeley,6100,183,LAB,16,14
Solar System Astronomy,AST-101-P01,M W,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Palmer,8100,137,HYB,16,15
Solar Astronomy-Lab,AST-101L-P01,F,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Palmer,8100,137,HYB,16,15
Solar System Astronomy,AST-101-P02,M W,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Palmer,8100,137,HYB,16,5
Solar Astronomy-Lab,AST-101L-P02,F,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Palmer,8100,137,HYB,16,5
Solar System Astronomy,AST-101-P03,W F,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Palmer,8100,146,HYB,16,14
Solar Astronomy-Lab,AST-101L-P03,M,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Palmer,8100,146,HYB,16,14
Solar System Astronomy,AST-101-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,34
Solar Astronomy-Lab,AST-101L-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,34
Solar System Astronomy,AST-101-W02,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,34
Solar Astronomy-Lab,AST-101L-W02,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,27
Stellar Astronomy,AST-102-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,30
Stellar Astronomy-Lab,AST-102L-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,30
Brakes,AUT-111-001,M T W TH,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 07:00 PM,Thornley,800,811,HYB,16,17
Brakes,AUT-111-001,M T W TH,2023 Fall 1,8/22/2023 - 10/11/2023,,Thornley,800,811,OL,16,17
Electrical Fundamentals,AUT-133-001,M T W TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 08:45 AM,Thornley,800,812,HYB,25,28
Electrical Fundamentals,AUT-133-001,M T W TH,2023 Fall 1,8/22/2023 - 10/11/2023,,Thornley,800,811,OL,25,28
"Tools, Equip & Ref Manuals",AUT-159-001,M T W,2023 Fall 1,8/22/2023 - 10/11/2023,12:00 PM - 01:20 PM,Thornley,800,812,HYB,20,29
"Tools, Equip & Ref Manuals",AUT-159-001,M T W,2023 Fall 1,8/22/2023 - 10/11/2023,,Thornley,800,811,OL,20,29
"Tools, Equip & Ref Manuals",AUT-159-002,M T W,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 07:20 PM,Thornley,800,814,HYB,20,29
"Tools, Equip & Ref Manuals",AUT-159-002,M T W,2023 Fall 1,8/22/2023 - 10/11/2023,,Thornley,800,811,OL,20,29
Basic Electricity for Avionics,AVT-101-001,M T W TH F,2023 Fall 1,8/22/2023 - 9/16/2023,08:00 AM - 10:25 AM,Thornley,1000,134,LEC,12,10
Basic Electricity for Avionics,AVT-101-001,M T W TH F,2023 Fall 1,8/22/2023 - 9/16/2023,10:30 AM - 01:00 PM,Thornley,1000,136,LAB,12,10
Basic Electricity for Avionics,AVT-101-002,M T W TH F,2023 Fall 1,8/22/2023 - 9/16/2023,04:00 PM - 06:25 PM,Thornley,1000,134,LEC,12,5
Basic Electricity for Avionics,AVT-101-002,M T W TH F,2023 Fall 1,8/22/2023 - 9/16/2023,06:30 PM - 09:00 PM,Thornley,1000,136,LAB,12,5
Aircraft Electronic Circuits,AVT-110-001,M T W TH F,2023 Fall 1,9/19/2023 - 10/18/2023,08:00 AM - 10:25 AM,Thornley,1000,134,LEC,12,11
Aircraft Electronic Circuits,AVT-110-001,M T W TH F,2023 Fall 1,9/19/2023 - 10/18/2023,10:30 AM - 01:00 PM,Thornley,1000,136,LAB,12,11
Aircraft Electronic Circuits,AVT-110-002,M T W TH F,2023 Fall 1,9/19/2023 - 10/18/2023,04:00 PM - 06:25 PM,Thornley,1000,134,LEC,12,7
Aircraft Electronic Circuits,AVT-110-002,M T W TH F,2023 Fall 1,9/19/2023 - 10/18/2023,06:30 PM - 09:00 PM,Thornley,1000,136,LAB,12,7
Personal Finance,BAF-101-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,37
Introductory Biology,BIO-100-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 09:00 PM,Thornley,630,107,LEC,24,3
Biological Science I,BIO-101-001,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,10:15 AM - 12:10 PM,Thornley,630,104,LEC,24,24
Biological Science I-Lab,BIO-101L-001,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 09:55 AM,Thornley,630,226,LAB,24,24
Biological Science I,BIO-101-003,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,24,15
Biological Science I-Lab,BIO-101L-003,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Thornley,630,226,LAB,24,15
Biological Science I,BIO-101-004,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Thornley,630,130,LEC,24,21
Biological Science I-Lab,BIO-101L-004,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,02:50 PM - 05:50 PM,Thornley,630,226,LAB,24,21
Biological Science I,BIO-101-007,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,24,16
Biological Science I-Lab,BIO-101L-007,M W,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 09:00 PM,Thornley,630,226,LAB,24,16
Biological Science I,BIO-101-B01,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 09:55 AM,Berkeley,6100,149,LEC,24,22
Biological Science I-Lab,BIO-101L-B01,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,10:15 AM - 12:10 PM,Berkeley,6100,185,LAB,24,22
Biological Science I,BIO-101-D01,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 10:45 AM,Dorchester,5100,111,LEC,24,23
Biological Science I-Lab,BIO-101L-D01,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,11:10 AM - 12:45 PM,Dorchester,5100,111,LAB,24,23
Biological Science I,BIO-101-D02,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,01:00 PM - 02:45 PM,Dorchester,5100,111,LEC,24,23
Biological Science I-Lab,BIO-101L-D02,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,03:00 PM - 04:45 PM,Dorchester,5100,111,LAB,24,23
Biological Science I,BIO-101-MP1,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:00 AM - 12:45 PM,Mt. Pleasant,9100,108,HYB,16,15
Biological Science I-Lab,BIO-101L-MP1,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 10:45 AM,Mt. Pleasant,9100,127,HYB,16,15
Biological Science I,BIO-101-MP2,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:00 AM - 12:45 PM,Mt. Pleasant,9100,108,HYB,16,16
Biological Science I-Lab,BIO-101L-MP2,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,01:00 PM - 02:45 PM,Mt. Pleasant,9100,127,HYB,16,16
Biological Science I,BIO-101-P01,M W,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Palmer,8100,144,LEC,16,24
Biological Science I-Lab,BIO-101L-P01,F,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Palmer,8100,160,LAB,16,24
Biological Science I,BIO-101-P04,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Palmer,8100,144,LEC,24,12
Biological Science I-Lab,BIO-101L-P04,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Palmer,8100,160,LAB,24,12
Biological Science I,BIO-101-P06,M W,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Palmer,8100,116,HYB,24,24
Biological Science I-Lab,BIO-101L-P06,F,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Palmer,8100,160,HYB,24,24
Biological Science I,BIO-101-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,28
Biological Science I-Lab,BIO-101L-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,28
Biological Science I,BIO-101-W02,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,33
Biological Science I-Lab,BIO-101L-W02,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,33
Biological Science I,BIO-101-W07,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,29
Biological Science I-Lab,BIO-101L-W07,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,29
Biological Science II,BIO-102-001,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,12:40 PM - 02:35 PM,Thornley,630,227,LEC,24,7
Biological Science II-Lab,BIO-102L-001,M W,2023 Fall 1,8/22/2023 - 10/11/2023,02:50 PM - 05:50 PM,Thornley,630,222,LAB,24,7
Biological Science II,BIO-102-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,23
Biological Science II-Lab,BIO-102L-W01,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,35,23
Basic Anatomy and Physiology,BIO-112-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Thornley,970,333,LEC,24,9
Basic Anatomy / Physiology-L,BIO-112L-001,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Thornley,630,224,LAB,24,9
Anatomy and Physiology I,BIO-210-001,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 09:55 AM,Thornley,970,206,LEC,24,16
Anatomy and Physiology I-Lab,BIO-210L-001,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,10:15 AM - 12:10 PM,Thornley,970,332,LAB,24,16
Anatomy and Physiology I,BIO-210-002,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,11:30 AM - 02:30 PM,Thornley,970,207,LEC,24,16
Anatomy and Physiology I-Lab,BIO-210L-002,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Thornley,630,224,LAB,24,16
Anatomy and Physiology I,BIO-210-003,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,10:15 AM - 12:15 PM,Thornley,970,207,LEC,24,23
Anatomy and Physiology I-Lab,BIO-210L-003,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 09:55 AM,Thornley,630,224,LAB,24,23
Anatomy and Physiology I,BIO-210-005,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,24,15
Anatomy and Physiology I-Lab,BIO-210L-005,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,12:40 PM - 02:35 PM,Thornley,970,332,LAB,24,15
Anatomy and Physiology I,BIO-210-006,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,24,18
Anatomy and Physiology I-Lab,BIO-210L-006,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 11:00 AM,Thornley,970,332,LAB,24,18
Anatomy and Physiology I,BIO-210-010,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,24,19
Anatomy and Physiology I-Lab,BIO-210L-010,M W,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 09:00 PM,Thornley,970,332,LAB,24,19
Anatomy and Physiology I,BIO-210-011,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,24,20
Anatomy and Physiology I-Lab,BIO-210L-011,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,06:00 PM - 09:00 PM,Thornley,970,332,LAB,24,20
Anatomy and Physiology I,BIO-210-B01,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,10:15 AM - 12:10 PM,Berkeley,6100,149,LEC,24,21
Anatomy and Physiology I-Lab,BIO-210L-B01,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,08:00 AM - 09:55 AM,Berkeley,6100,185,LAB,24,21
Anatomy and Physiology I,BIO-210-D01,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,09:00 AM - 10:45 AM,Dorchester,5100,109,LEC,24,23
Anatomy and Physiology I-Lab,BIO-210L-D01,M W F,2023 Fall 1,8/22/2023 - 10/11/2023,11:00 AM - 12:45 PM,Dorchester,5100,109,LAB,24,23
Anatomy and Physiology I,BIO-210-D02,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,01:00 PM - 02:45 PM,Dorchester,5100,109,LEC,24,21
Anatomy and Physiology I-Lab,BIO-210L-D02,T TH,2023 Fall 1,8/22/2023 - 10/11/2023,03:00 PM - 04:45 PM,Dorchester,5100,109,LAB,24,21
Anatomy and Physiology I,BIO-210-D03,,2023 Fall 1,8/22/2023 - 10/11/2023,,Off Site,,,INT,24,22
